nsnps,PP.H0.abf,PP.H1.abf,PP.H2.abf,PP.H3.abf,PP.H4.abf,gene,lead_snp,trait_id,trait
752,5.76883226930989e-16,0.98512447217581,6.70591630965437e-18,0.0114480447674854,0.00342748305670084,ATOX1,rs10044368,met-d-Sphingomyelins,Sphingomyelins
752,5.71078252715598e-16,0.975211509043991,1.27255276654448e-17,0.0217279035650468,0.00306058739096421,ATOX1,rs10044368,met-d-Unsaturation,Degree of unsaturation
640,5.94270892348338e-16,0.954895688589256,1.72843641378441e-17,0.0277557849177742,0.0173485264929685,ATOX1,rs10044368,prot-a-1112,Four-jointed box protein 1
640,5.92341684617727e-16,0.951795768724304,1.94448434856434e-17,0.0312276922623825,0.0169765390133139,ATOX1,rs10044368,prot-a-1277,Granulins
640,5.9236574528682e-16,0.951834430266501,1.83574583379442e-17,0.0294787326833473,0.0186868370501507,ATOX1,rs10044368,prot-a-1332,Hemojuvelin
640,5.9281502516039e-16,0.952556349209135,1.97601684933983e-17,0.0317356362681836,0.0157080145226793,ATOX1,rs10044368,prot-a-1779,Low-density lipoprotein receptor-related protein 1B
640,5.82149830456394e-16,0.935419133552203,2.84107294153716e-17,0.045632426004651,0.0189484404431452,ATOX1,rs10044368,prot-a-2033,Neogenin
640,5.76176071275449e-16,0.925820284003956,2.48499532953763e-17,0.0398955080280786,0.0342842079679653,ATOX1,rs10044368,prot-a-2284,Group XIIB secretory phospholipase A2-like protein
640,5.64993973565551e-16,0.907852490140838,4.81086476705059e-17,0.0772878331455656,0.0148596767135957,ATOX1,rs10044368,prot-a-2760,Sodium-coupled monocarboxylate transporter 1
640,5.91509069332294e-16,0.950457892754691,1.91155736888173e-17,0.0306967409688226,0.0188453662764862,ATOX1,rs10044368,prot-a-303,Complement C1q tumor necrosis factor-related protein 1
640,5.95101854029595e-16,0.956230907488636,1.75197934062096e-17,0.0281357963025975,0.0156332962087632,ATOX1,rs10044368,prot-a-326,Carbonic anhydrase-related protein 10
953,1.30772956868649e-19,0.000222020118335744,3.33520103246336e-16,0.565800621622903,0.433977358258762,ATOX1,rs2964613,ubm-b-1409,wg_rh_intensity-contrast_inferiorparietal
953,5.57084937257388e-20,9.45792361467948e-05,4.81705032699904e-16,0.817633666064741,0.182271754699111,ATOX1,rs2964613,ubm-b-1432,wg_rh_intensity-contrast_supramarginal
953,5.37551651076781e-16,0.912629675442119,2.95852863908102e-17,0.050191315802156,0.0371790087557217,ATOX1,rs111445645,ubm-b-1695,IDP_dMRI_TBSS_L1_Uncinate_fasciculus_L
953,6.35973659840954e-20,0.000107972588979637,5.7252386476838e-17,0.0962967887318275,0.903595238679192,ATOX1,rs10044368,ubm-b-3916,rfMRI connectivity ICA-features 3
768,6.52093583693334e-16,0.997645860976739,1.36516814640599e-18,0.00208832144175846,0.000265817581504492,ATOX1,rs10044368,ukb-a-117,Treatment/medication code: ramipril
768,6.48481704393663e-16,0.992120003149316,2.73422623234606e-18,0.00417942521258507,0.00370057163809515,ATOX1,rs2915829,ukb-a-121,Treatment/medication code: simvastatin
768,6.4859856524809e-16,0.992298789983975,4.73969891057445e-18,0.00725087235382787,0.000450337662194577,ATOX1,rs10044368,ukb-a-132,Treatment/medication code: aspirin
768,6.5203376689704e-16,0.997554346536587,1.44238141639767e-18,0.00220647759915562,0.000239175864258575,ATOX1,rs10044368,ukb-a-176,Treatment/medication code: atorvastatin
768,6.52313432204597e-16,0.997982209873261,1.25024746818023e-18,0.00191266359718977,0.000105126529548905,ATOX1,rs10044368,ukb-a-180,Treatment/medication code: clopidogrel
768,6.52811497187071e-16,0.998744205514206,6.09781556770033e-19,0.000932588973696933,0.000323205512097234,ATOX1,rs10044368,ukb-a-191,Treatment/medication code: ezetimibe
768,6.50197726207612e-16,0.994745365678319,2.70785511552962e-18,0.00414166732664339,0.00111296699503707,ATOX1,rs10044368,ukb-a-201,Illnesses of father: Heart disease
768,6.49850382740681e-16,0.994213960707029,3.36413755513455e-18,0.00514619489153845,0.000639844401431956,ATOX1,rs10044368,ukb-a-202,Illnesses of father: None of the above (group 1)
768,6.48806538485765e-16,0.992616970755798,2.76894658467495e-18,0.00423309493689781,0.00314993430730373,ATOX1,rs10044368,ukb-a-209,Illnesses of mother: Heart disease
768,6.50631409421955e-16,0.995408862873482,2.48135746687404e-18,0.00379546312739832,0.000795673999118063,ATOX1,rs10044368,ukb-a-217,Illnesses of siblings: Heart disease
768,6.46363269766314e-16,0.988878984389779,6.58223883623479e-18,0.0100691949892575,0.0010518206209601,ATOX1,rs10044368,ukb-a-366,Non-accidental death in close genetic family
768,6.52335720701864e-16,0.998016309314816,1.17589695797431e-18,0.00179883412229876,0.000184856562883135,ATOX1,rs10044368,ukb-a-434,Vascular/heart problems diagnosed by doctor: Heart attack
768,6.49540337673212e-16,0.993739619008213,3.72541869778531e-18,0.00569900174664926,0.00056137924513831,ATOX1,rs10044368,ukb-a-435,Vascular/heart problems diagnosed by doctor: None of the above
768,6.51777978390549e-16,0.997163012606661,1.61795281455571e-18,0.00247496355681859,0.000362023836520772,ATOX1,rs10044368,ukb-a-436,Vascular/heart problems diagnosed by doctor: Angina
768,6.49090949688845e-16,0.993052094895436,4.26108152754051e-18,0.0065186509139627,0.000429254190598892,ATOX1,rs10044368,ukb-a-452,Medication for pain relief  constipation  heartburn: Aspirin
768,6.50043972300182e-16,0.99451013571564,3.04200706198985e-18,0.00465316670062089,0.000836697583741231,ATOX1,rs10044368,ukb-a-453,Medication for pain relief  constipation  heartburn: None of the above
768,6.52275651153768e-16,0.997924408186622,1.20967353227224e-18,0.00185046904565099,0.000225122767724655,ATOX1,rs10044368,ukb-a-532,Diagnoses - main ICD10: I20 Angina pectoris
768,6.52775478420452e-16,0.998689099967496,7.67764074528854e-19,0.00117447511906483,0.000136424913438295,ATOX1,rs10044368,ukb-a-533,Diagnoses - main ICD10: I21 Acute myocardial infarction
768,6.49580431848301e-16,0.993800959571634,2.73485726961196e-18,0.00418207424959008,0.00201696617877327,ATOX1,rs10044368,ukb-a-534,Diagnoses - main ICD10: I25 Chronic ischaemic heart disease
768,6.51825581556795e-16,0.997235841266476,1.63160556923315e-18,0.00249594488131842,0.000268213852203885,ATOX1,rs10044368,ukb-a-62,Non-cancer illness code  self-reported: angina
768,6.52369891545702e-16,0.998068587702111,1.14199500692763e-18,0.00174696752913141,0.000184444768757878,ATOX1,rs10044368,ukb-a-63,Non-cancer illness code  self-reported: heart attack/myocardial infarction
414,6.53353542551818e-16,0.999606202393516,9.57574484226804e-20,0.000146257733512147,0.000247539872969133,ATOX1,rs10044368,ukb-b-10008,Treatment/medication code: atorvastatin
330,6.52436055623238e-16,0.998291136390664,1.37918599790187e-19,0.000209529646620576,0.0014993339627158,ATOX1,rs10044368,ukb-b-11064,Diagnoses - secondary ICD10: Z95.1 Presence of aortocoronary bypass graft
647,6.52040724369619e-16,0.997566733751592,1.2140363404186e-18,0.00185679565587697,0.000576470592533529,ATOX1,rs10044368,ukb-b-11085,"Medication for pain relief, constipation, heartburn: None of the above"
359,6.53386634361541e-16,0.999720797834163,4.67940470656111e-20,7.13898905335921e-05,0.00020781227530306,ATOX1,rs10044368,ukb-b-11247,Main speciality of consultant (recoded): Cardiothoracic surgery
545,6.52370676570381e-16,0.998074294604408,7.16192541973736e-19,0.00109488575960891,0.000830819635981287,ATOX1,rs2915829,ukb-b-11268,Treatment/medication code: simvastatin
402,6.53279057208839e-16,0.999499769723786,2.1125265413618e-19,0.000323033806290193,0.000177196469923595,ATOX1,rs10044368,ukb-b-11590,Vascular/heart problems diagnosed by doctor: Heart attack
448,6.53326563621936e-16,0.999551318196978,1.33404369683109e-19,0.000203856034344444,0.000244825768679017,ATOX1,rs10044368,ukb-b-11895,Treatment/medication code: ramipril
331,6.53459959672527e-16,0.999858232896042,2.72732478446264e-20,4.16306245130565e-05,0.000100136479444947,ATOX1,rs10044368,ukb-b-12465,Operation code: coronary artery bypass grafts (cabg)
579,6.50615076241966e-16,0.995386348361808,1.24606305490965e-18,0.00190366168716916,0.00270998995102068,ATOX1,rs10044368,ukb-b-12477,Illnesses of mother: Heart disease
547,6.52323311057537e-16,0.998001649295971,5.83571438232277e-19,0.000891710231108205,0.00110664047292341,ATOX1,rs10044368,ukb-b-12493,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension
661,6.47955118108893e-16,0.991316071457196,5.32791126369719e-18,0.00815071664382524,0.000533211898979937,ATOX1,rs10044368,ukb-b-13352,Vascular/heart problems diagnosed by doctor: None of the above
359,6.53330330450416e-16,0.99963464946811,1.27162608859238e-19,0.000194395474829668,0.000170955057060903,ATOX1,rs10044368,ukb-b-13566,Operative procedures - main OPCS: K63.6 Coronary arteriography NEC
327,6.53443760683018e-16,0.999857794287574,3.76018217802042e-20,5.74511449980536e-05,8.47545674287193e-05,ATOX1,rs10044368,ukb-b-13664,Treatment/medication code: rosuvastatin
334,6.53445010744859e-16,0.999822627655897,4.75146403589497e-20,7.25963875608894e-05,0.000104775956539352,ATOX1,rs10044368,ukb-b-14206,"Diagnoses - main ICD10: I20.9 Angina pectoris, unspecified"
519,6.52867273418467e-16,0.998836744886603,5.04988636602333e-19,0.000772202745062364,0.000391052368332363,ATOX1,rs10044368,ukb-b-14371,Illnesses of siblings: Heart disease
630,6.51854831133489e-16,0.997282385692763,1.24556495359161e-18,0.00190479549937111,0.00081281880786595,ATOX1,rs10044368,ukb-b-15169,Illnesses of father: None of the above (group 1)
307,6.53389989879719e-16,0.999779421982446,2.61479038727653e-20,3.98292554082226e-05,0.000180748762147559,ATOX1,rs10044368,ukb-b-15491,Operative procedures - main OPCS: K45.3 Anastomosis of mammary artery to left anterior descending coronary artery
399,6.53394790239605e-16,0.999678173525683,1.06234629798131e-19,0.000162376956140688,0.000159449518176398,ATOX1,rs10044368,ukb-b-15686,"Diagnoses - secondary ICD10: I20.9 Angina pectoris, unspecified"
332,6.53469026283314e-16,0.99986229945254,2.85961188277372e-20,4.36604149012761e-05,9.40401325619194e-05,ATOX1,rs10044368,ukb-b-15748,Diagnoses - secondary ICD10: Z95.5 Presence of coronary angioplasty implant and graft
578,6.52104804247243e-16,0.997665528948696,8.62963751909233e-19,0.00131924676796791,0.00101522428333407,ATOX1,rs10044368,ukb-b-15784,Main speciality of consultant (recoded): General medicine
359,6.53451600148083e-16,0.9998201993899,4.65793202105363e-20,7.11605177301671e-05,0.000108640092371866,ATOX1,rs10044368,ukb-b-15797,Operative procedures - main OPCS: K63.4 Coronary arteriography using two catheters
400,6.53226268673625e-16,0.999419612737768,2.50960930902138e-19,0.000383767235075926,0.000196620027152439,ATOX1,rs10044368,ukb-b-15829,"Non-cancer illness code, self-reported: heart attack/myocardial infarction"
471,6.53247111886013e-16,0.999425295395406,2.18879876119099e-19,0.000334631801662563,0.000240072802931241,ATOX1,rs10044368,ukb-b-16376,Main speciality of consultant (recoded): Cardiology
360,6.53413322171899e-16,0.999756450136474,8.21854476116159e-20,0.000125630100010488,0.000117919763511946,ATOX1,rs10044368,ukb-b-16606,Diagnoses - secondary ICD10: I25.8 Other forms of chronic ischaemic heart disease
330,6.53457807943751e-16,0.999854517623756,3.45263577306838e-20,5.27359662236954e-05,9.27464100199468e-05,ATOX1,rs10044368,ukb-b-16662,Diagnoses - secondary ICD10: I25.2 Old myocardial infarction
407,6.53042457724204e-16,0.999134963108978,1.62779085239097e-19,0.000248430409377111,0.000616606481641671,ATOX1,rs10044368,ukb-b-1668,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease
647,6.51435778377819e-16,0.996641217944708,1.74299675383944e-18,0.00266594363639368,0.000692838418896488,ATOX1,rs10044368,ukb-b-17360,Illnesses of siblings: None of the above (group 1)
376,6.52971968592163e-16,0.99904557660596,2.95333677929856e-19,0.000451356766183553,0.000503066627856224,ATOX1,rs10044368,ukb-b-17378,Treatment/medication code: bisoprolol
330,6.53437880494159e-16,0.999824026671997,3.27630223429163e-20,5.00046679355164e-05,0.000125968660064431,ATOX1,rs10044368,ukb-b-18062,Treatment/medication code: lipitor 10mg tablet
622,6.5124764020543e-16,0.996353496608539,1.4339963060065e-18,0.00219243831226995,0.00145406507918753,ATOX1,rs10044368,ukb-b-18408,Illnesses of father: Heart disease
524,6.51224934534426e-16,0.99632347546074,1.80462890222447e-18,0.00276002529587783,0.000916499243382067,ATOX1,rs10044368,ukb-b-19722,Non-accidental death in close genetic family
478,6.53227506815846e-16,0.999394236613744,2.17351905708764e-19,0.000332260322618612,0.000273503063639325,ATOX1,rs10044368,ukb-b-20300,Treatment speciality of consultant (recoded): Cardiology
393,6.53416109609361e-16,0.999711623508776,6.89561304811241e-20,0.000105318235851654,0.00018305825537449,ATOX1,rs10044368,ukb-b-2205,Diagnoses - secondary ICD10: Z82.4 Family history of ischaemic heart disease and other diseases of the circulatory system
326,6.53315193243316e-16,0.999662225650437,6.24306565844203e-20,9.52850137062451e-05,0.000242489335852574,ATOX1,rs10044368,ukb-b-6474,Treatment/medication code: ezetimibe
333,6.53406229837706e-16,0.999764566863871,4.02313542239979e-20,6.13831874840191e-05,0.00017404994864587,ATOX1,rs10044368,ukb-b-6951,Treatment speciality of consultant (recoded): Cardiothoracic surgery
567,6.52809651848806e-16,0.998744420352498,5.82116113408351e-19,0.000890223836026213,0.000365355811473301,ATOX1,rs10044368,ukb-b-7137,"Medication for pain relief, constipation, heartburn: Aspirin"
360,6.53422524212328e-16,0.999770529738099,5.83659957935213e-20,8.91627090573103e-05,0.000140307552840719,ATOX1,rs10044368,ukb-b-7436,Diagnoses - secondary ICD10: I25.1 Atherosclerotic heart disease
359,6.53425037278186e-16,0.999779556603395,4.45391087199657e-20,6.79950633584422e-05,0.000152448333246653,ATOX1,rs10044368,ukb-b-7869,Operation code: coronary angioplasty (ptca) +/- stent
360,6.53418586379148e-16,0.999764504648027,7.49743162578449e-20,0.000114593711192952,0.000120901640780528,ATOX1,rs10044368,ukb-b-8184,"Diagnoses - secondary ICD10: I25.9 Chronic ischaemic heart disease, unspecified"
424,6.53350197166527e-16,0.999596925769353,1.04997229619396e-19,0.000160398445005351,0.000242675785641667,ATOX1,rs10044368,ukb-b-8468,Vascular/heart problems diagnosed by doctor: Angina
424,6.53379406489335e-16,0.999641614742295,9.74695030777025e-20,0.000148914561186041,0.000209470696520363,ATOX1,rs10044368,ukb-b-8650,"Non-cancer illness code, self-reported: angina"
564,6.52831037750909e-16,0.998777308005652,5.62694231820416e-19,0.000860513296868287,0.000362178697479886,ATOX1,rs10044368,ukb-b-8755,Treatment/medication code: aspirin
381,6.53243970309587e-16,0.999454430247101,9.22152963515953e-20,0.000140683268422597,0.000404886484478167,ATOX1,rs10044368,ukb-b-9592,Operative procedures - main OPCS: K63.3 Angiocardiography of left side of heart NEC
868,5.8250928793126e-16,0.989197121326194,5.70185356417626e-18,0.00968156916215035,0.00112130951165701,ATOX1,rs10044368,ukb-d-1428_1,Spread type: Butter/spreadable butter
868,5.86927629372738e-16,0.996700195913156,1.68946529813307e-18,0.00286856027979411,0.00043124380705175,ATOX1,rs10044368,ukb-d-1538_1,"Major dietary changes in the last 5 years: Yes, because of illness"
867,5.84436421229936e-16,0.992469714893501,3.37965202052247e-18,0.00573741528936691,0.00179286981713497,ATOX1,rs111445645,ukb-d-2654_2,Non-butter spread type details: Flora Pro-Active or Benecol
839,5.87494345491418e-16,0.997662651984143,1.21559435278611e-18,0.00206400709862149,0.000273340917236765,ATOX1,rs111445645,ukb-d-I9_CHD,Major coronary heart disease event
839,5.87492371885909e-16,0.997659300475279,1.21756849848611e-18,0.0020673595257368,0.000273339998985986,ATOX1,rs111445645,ukb-d-I9_CHD_NOREV,Major coronary heart disease event excluding revascularizations
868,5.86365811532616e-16,0.995746136292696,2.12008091673541e-18,0.00359959380040496,0.000654269906900911,ATOX1,rs10044368,ukb-d-I9_CORATHER,Coronary atherosclerosis
868,5.86511547757509e-16,0.995993620508182,2.10776366750134e-18,0.0035789038681442,0.000427475623675635,ATOX1,rs111445645,ukb-d-I9_IHD,"Ischaemic heart disease, wide definition"
784,5.87923779178823e-16,0.998392077504993,8.45348759385228e-19,0.00143536983223229,0.000172552662771149,ATOX1,rs10044368,ukb-d-I9_MI,Myocardial infarction
784,5.87924099465549e-16,0.998392621404971,8.45028417361221e-19,0.00143482583825646,0.000172552756773687,ATOX1,rs10044368,ukb-d-I9_MI_STRICT,"Myocardial infarction, strict"
581,5.88745821448632e-16,0.999795837594579,7.62888731243344e-20,0.000129477483477006,7.46849219434659e-05,ATOX1,rs111445645,ukb-d-I9_PAD,Peripheral artery disease
673,5.88394301149763e-16,0.999192608216809,2.964419554595e-19,0.000503104073114747,0.000304287710073475,ATOX1,rs10044368,ukb-d-I9_UAP,Unstable angina pectoris
868,5.85620866159306e-16,0.994481095830524,2.90997956678206e-18,0.00494104877652187,0.000577855392950679,ATOX1,rs111445645,ukb-d-IX_CIRCULATORY,Diseases of the circulatory system
314,0,0.000213822630761691,0,0.00676996130552591,0.993016216063731,CELSR2,rs12740374,bbj-a-159,Coronary artery disease
613,0,1.59474841794591e-37,0,1,2.50803897018142e-30,CELSR2,rs12740374,eqtl-a-ENSG00000031698,ENSG00000031698
613,0,0,0,1,0,CELSR2,rs649539,eqtl-a-ENSG00000116299,ENSG00000116299
609,0,4.18476192346024e-92,0,1,1.24581810361092e-83,CELSR2,rs12740374,eqtl-a-ENSG00000134184,ENSG00000134184
613,0,3.25869655431791e-114,0,1,7.08159729278644e-96,CELSR2,rs12740374,eqtl-a-ENSG00000134202,ENSG00000134202
613,0,0,0,0.284993045009733,0.715006954990361,CELSR2,rs629301,eqtl-a-ENSG00000134222,ENSG00000134222
9,0,0.991261846712698,0,8.06201576841118e-05,0.00865753312953568,CELSR2,rs12740374,eqtl-a-ENSG00000138448,ENSG00000138448
613,0,1.48310127362134e-152,0,1,3.76493842734146e-130,CELSR2,rs629301,eqtl-a-ENSG00000168765,ENSG00000168765
9,0,0.990320451196877,0,7.0052665429993e-05,0.00960949613772802,CELSR2,rs12740374,eqtl-a-ENSG00000175003,ENSG00000175003
9,0,0.993413249278721,0,8.06056522852058e-05,0.00650614506905071,CELSR2,rs12740374,eqtl-a-ENSG00000177556,ENSG00000177556
613,0,5.40625108901849e-102,0,1,2.78999071033731e-96,CELSR2,rs12740374,eqtl-a-ENSG00000181754,ENSG00000181754
9,0,0.980783623144278,0,0.000270459553183018,0.0189459173025874,CELSR2,rs12740374,eqtl-a-ENSG00000213433,ENSG00000213433
9,0,0.97992047531812,0,0.00017491935913341,0.0199046053228592,CELSR2,rs12740374,eqtl-a-ENSG00000253921,ENSG00000253921
9,0,0.981810129019312,0,0.000150065170914794,0.0180398058096912,CELSR2,rs12740374,eqtl-a-ENSG00000254226,ENSG00000254226
